100	0	387041
500	0	1059708
1000	0	497334
5000	0	1854458
100	5	23292
500	5	219667
1000	5	225333
5000	5	1421000
100	10	14959
500	10	99292
1000	10	220333
5000	10	1397250
100	20	15333
500	20	105416
1000	20	237792
5000	20	1513167
100	50	29291
500	50	130917
1000	50	286375
5000	50	1935291
