Merge: 	10	71083
Quick Sort: 	10	21792
Merge: 	100	310959
Quick Sort: 	100	124208
Merge: 	500	565541
Quick Sort: 	500	254916
Merge: 	1000	897750
Quick Sort: 	1000	193459
Merge: 	5000	2064583
Quick Sort: 	5000	589083
Merge: 	7000	1780292
Quick Sort: 	7000	801708
Merge: 	10000	2787250
Quick Sort: 	10000	1636208
