100	5	329458
500	5	402083
1000	5	1240916
5000	5	2243542
100	10	30959
500	10	296791
1000	10	192625
5000	10	1390583
100	20	12709
500	20	102417
1000	20	203666
5000	20	1410125
100	50	20417
500	50	104583
1000	50	241208
5000	50	1582625
100	2147483647	8916
500	2147483647	202375
1000	2147483647	793417
5000	2147483647	19968791
