Merge: 	10	77458
Quick Sort: 	10	27000
Merge: 	100	150875
Quick Sort: 	100	84375
Merge: 	500	561500
Quick Sort: 	500	366625
Merge: 	1000	974084
Quick Sort: 	1000	417417
Merge: 	5000	1536958
Quick Sort: 	5000	1128666
Merge: 	7000	2516459
Quick Sort: 	7000	1588833
Merge: 	10000	3033292
Quick Sort: 	10000	1681417
