1	168.32
2	112.88
4	237.09
8	217.49
16	458.75
32	1058.75
64	2644.57
128	3319.12
256	3492.88
512	2253.33
1024	4034.13
2048	8123.77
4096	15742.5
8192	24745.01
16384	23596.7
32768	54279.17
65536	77820.0
131072	193304.16
262144	397248.75
524288	824254.97
1048576	1834591.24
