1	150.07
2	2247.99
4	116.38
8	104.68
16	99.0
32	170.69
64	111.02
128	107.18
256	105.64
512	102.94
1024	113.19
2048	112.8
4096	114.25
8192	108.86
16384	124.49
32768	50.0
65536	42.89
131072	145.05
262144	22.1
524288	18.76
1048576	14.59
