1	582.08
2	229.59
4	988.35
8	355.43
16	367.06
32	584.17
64	1284.17
128	1784.17
256	3586.2
512	7019.58
1024	3390.37
2048	7472.48
4096	13854.14
8192	24627.9
16384	27482.51
32768	52745.87
65536	105618.35
131072	256362.06
262144	598009.55
524288	1374511.24
1048576	2638292.51
