1,122071.65,8347.55
1001,19124.61,1906952.43
2001,271996.31,3892262.04
3001,7513.75,5772593.74
4001,13827.5,1.094121542E7
5001,5530.45,2.345038331E7
6001,11728.34,2.476332127E7
7001,8061.73,3.254829581E7
8001,3463.68,2.972512955E7
9001,8694.97,5.864749284E7
10001,6937.51,5.249836541E7
