1,517.91,259.57
501,1990663.7,427900.37
1001,5542642.93,1569165.86
1501,1.360663914E7,3478533.36
2001,2.613999959E7,6181231.71
2501,4.152783794E7,9707491.22
3001,5.957882118E7,1.405862133E7
3501,8.156111331E7,1.914390042E7
4001,1.0710725159E8,2.540390793E7
4501,1.3619881334E8,3.34264483E7
5001,1.6817571547E8,4.363806114E7
