1,492.48,295.82
501,1361194.22,1020404.96
1001,5590909.59,3901413.29
1501,1.409805663E7,9117118.66
2001,2.64852075E7,1.599600247E7
2501,4.178370038E7,2.489135202E7
3001,5.970333499E7,3.542773413E7
3501,8.303568873E7,5.072636872E7
4001,1.0910535751E8,6.686624498E7
4501,1.4218954712E8,8.375114127E7
5001,1.7166351453E8,1.0204750833E8
